0,1,Label,id
3.1862917,1.5000048,1,7a3f2a10
-1.3228688,0.017343406,4,7a1f731e
-5.3294463,-3.2472222,2,7a424ad8
1.2480253,3.7937007,2,7a3edc5e
1.5788056,3.6558256,2,7a303a6e
2.618755,0.1566172,2,7a1eb2bc
1.8886616,5.1268234,2,7a2c2a64
0.57477283,-0.4818342,2,7a2c92ba
4.7371993,-0.8103644,4,7a28a24a
0.41849196,-2.4010303,4,7a38a5b4
-0.62781405,-0.26396266,2,7a349f28
1.7774725,2.642114,2,7a371a32
-0.12776317,2.9021158,2,7a44a472
6.330211,-1.6249328,1,7a2fc05c
-5.2761054,-2.1481073,1,7a41c798
0.7209215,-0.7909689,4,7a21eea0
0.62907916,2.3928337,4,7a31c942
1.7742348,0.16079785,4,7a2d66d6
3.109854,-3.7722924,4,7a2f33ee
-3.721263,3.3009171,4,7a38cd5a
-3.8334892,-3.631909,4,7a38c0ee
-4.840896,-1.4187666,4,7a2187f8
-2.1783798,3.5467067,4,7a3b0aa2
1.2067688,4.849075,4,7a339bdc
-4.4644957,-1.5060478,4,7a303cf8
2.0649025,2.1381204,4,7a3a2858
3.5313337,-1.3986837,4,7a38b1c6
0.839309,3.3512578,4,7a2f5d7e
-0.037834737,-0.036023084,4,7a372928
-2.3987818,3.204888,4,7a35666a
4.0931563,-1.1400933,4,7a21761e
0.579324,3.335246,4,7a44556c
-0.08295917,1.6235871,4,7a2618b8
-3.411423,-0.5706606,3,7a2d7540
-4.4667354,0.712499,3,7a329c1e
-5.181952,-1.1683483,3,7a29168a
-2.2388484,1.7309915,3,7a203b6e
-6.0452847,-0.61888474,2,7a3ed916
3.6228645,-0.12983733,2,7a3d5078
-3.815809,2.9395986,2,7a1d364e
-4.5993304,-1.4454395,2,7a33a5a0
3.9155607,-1.8677262,2,7a4106e6
-5.415154,-3.1601195,2,7a21dda2
-1.9203308,-1.443411,2,7a310188
-3.8856273,1.0804037,2,7a343e16
1.1599302,3.1628227,2,7a23a4fc
-0.5051767,3.1284883,3,7a29049c
-5.3630066,-1.5356294,1,7a3fe0f4
5.510982,-0.18226455,2,7a36767c
3.0971982,-1.8339424,4,7a3392ea
4.7179413,-0.11688191,4,7a2d1596
-2.3741815,3.0411828,4,7a31e350
-3.5146887,1.6465744,4,7a2c1038
5.1621523,2.8360963,4,7a2e2ed6
-1.9337445,-2.0618021,4,7a34ce8a
-0.7693776,4.3349,4,7a3b4490
0.2674312,4.0892863,4,7a20c41c
-5.597854,-0.38705632,4,7a2fe01e
2.5363712,4.9474583,2,7a2a4a28
-2.4920495,-2.4419146,2,7a3de1b4
1.6783206,-3.3254502,2,7a327072
6.8584027,-2.2219167,2,7a32d2e2
3.5471306,-2.546744,1,7a33a1ea
2.9361866,-2.945898,2,7a3ec0b6
-6.1814756,-2.858554,1,7a42454c
-3.1794283,-3.3344045,4,7a350990
-0.38875148,-0.34448606,4,7a41d670
4.136238,-0.025322648,4,7a25b2ce
2.7746675,2.6450636,4,7a313bf8
-3.2928283,-1.1719435,4,7a3074a2
4.8806577,-1.8212037,4,7a208b50
-3.520484,-2.3245902,4,7a1d6bbe
5.1818194,2.8276956,4,7a407a64
4.7907863,-2.2155674,4,7a41a984
-1.6576436,2.9292693,2,7a43a108
1.1775757,2.8740373,1,7a1e9750
4.2879786,-0.7545997,1,7a2f2f02
-0.5755938,-2.4243171,2,7a3537c6
-3.404756,-0.17998436,2,7a2c0188
-2.5623417,-3.607318,2,7a1ca422
4.6999993,1.0754645,2,7a298124
-3.4272287,-3.8116736,2,7a3415f8
-6.7818513,-1.1755246,2,7a2fee24
2.436651,-3.1829903,2,7a26797a
0.8976958,1.6153234,2,7a26ec7a
-1.4777495,4.8103833,2,7a442a92
-5.612789,-3.317469,2,7a39f860
3.782279,-1.7967098,2,7a402726
0.48919505,-2.3907332,2,7a1e6a96
-4.2719064,-3.6071725,2,7a1f7a12
0.6299585,1.3390028,2,7a3b9a3a
4.4359493,-1.1482271,2,7a372004
0.55404127,1.6753438,2,7a2ecddc
6.144574,-0.13325635,2,7a2f509a
6.2308617,-2.2833583,4,7a320e20
-0.60812604,-0.033780143,3,7a1fb86a
4.526089,2.3685608,4,7a2393a4
3.610421,-1.962941,4,7a236a1e
3.5405722,1.4444972,4,7a1f3066
4.387144,2.4510865,4,7a2c8ef0
-0.33612174,-3.2880752,4,7a34c930
3.8292885,-2.6716871,4,7a342f8e
3.5968168,3.59846,4,7a3b0d5e
-6.9902678,-1.5981138,2,7a2408b6
-6.093717,-2.7581055,2,7a204370
-1.504911,-3.9585652,2,7a3cd44a
-1.7023685,4.611468,2,7a3cbe4c
3.0840075,-1.7905467,2,7a21aee0
-6.8479533,-2.5691235,2,7a35461c
5.195649,-1.722234,2,7a244e52
5.5073156,0.8593893,2,7a1db56a
1.2140902,1.4369247,2,7a3bfa66
-6.690526,-0.43238795,2,7a339074
-5.92191,-3.1093223,2,7a222ee2
2.7106228,-2.335594,2,7a2e34a8
-4.290981,-3.490301,2,7a3abbe2
-4.159467,-3.774923,2,7a2d1384
-6.240044,0.00014600839,2,7a3d735a
2.0203013,-0.54630065,2,7a32a114
5.3803024,-0.46465778,2,7a3577b8
-5.150624,-2.0476828,4,7a3b26f4
4.315111,2.2705398,4,7a252d0e
-3.3225164,-2.9909246,2,7a2d7a9a
-1.0359025,0.31049648,2,7a2c3d10
-4.093244,-3.3729303,4,7a29ef10
-3.7516434,1.674571,2,7a22dfa4
6.121466,-0.23078613,2,7a3693e6
-2.278903,-0.48298335,4,7a212114
-4.44037,-3.5813298,4,7a39c804
0.0097111305,0.6302543,4,7a3ad6b8
-3.8706565,2.9286714,4,7a37671c
4.198883,3.5918343,4,7a21cd58
-1.7659986,2.1332204,2,7a215b2a
-1.4241495,4.9988837,2,7a3565fc
2.4283943,-1.6345134,2,7a239552
1.0542831,-1.7816036,1,7a253218
-1.1989354,-1.5083635,2,7a442f24
5.5409446,-0.4006762,2,7a349456
5.2390957,-1.6272538,2,7a30ecb6
0.3352787,3.9940724,4,7a3b2bea
-1.5807301,-1.7995248,2,7a3ad352
-3.5464296,-2.6837788,2,7a28c568
4.358956,-0.060853973,2,7a220aa2
-5.3506365,-3.1250045,3,7a43ff86
4.4761195,0.9561307,1,7a3da64a
-6.1000795,-1.3135469,1,7a24ba22
-4.84007,-0.37407336,4,7a21dac8
0.94186044,1.6373447,4,7a271592
-5.840839,-1.6485041,4,7a3a5530
4.436423,2.9597943,4,7a415c5e
3.9246023,-2.550572,4,7a3e7f16
2.4672256,0.33212563,1,7a2c4e5e
4.4224615,0.64863455,2,7a3a1aa2
5.1863008,-2.1941204,2,7a297eae
-4.520807,-1.7166137,2,7a2d3e72
-4.3022666,1.0996293,3,7a311196
3.7228749,4.303903,4,7a37c6da
-5.173581,-2.1336288,4,7a40d4c8
-2.2615092,-1.4016973,4,7a367c58
-3.0239096,-4.184905,4,7a2f4f5a
3.6681054,4.351136,4,7a1ff58c
-0.13761601,2.3854082,4,7a34755c
-6.660898,-0.54297423,4,7a329804
-0.27813786,3.2502742,4,7a25afd6
-0.12170563,0.6673096,1,7a37c004
-3.0037878,-4.2843723,3,7a4470b0
2.013678,3.4765573,3,7a3996c2
6.8402514,-2.198253,3,7a38a834
-4.8991265,-0.40586436,3,7a3c9958
-4.230918,1.0596169,3,7a2f7e3a
-4.2295165,-3.822159,4,7a2f8894
2.4726307,0.0016998729,4,7a2c54f8
2.332177,-0.13352665,4,7a29d638
1.5608089,-3.5192542,4,7a2679e8
5.643484,-2.165083,4,7a1e7b3a
5.081794,0.9678317,4,7a3dc224
1.6706401,4.4613132,2,7a1f34ee
3.186754,0.8171098,2,7a406c36
1.234457,3.1637313,4,7a3bef8a
4.76472,0.44569004,4,7a43deb6
-3.2560246,-1.7640173,2,7a2ff02c
-2.6269438,2.36775,1,7a28c34c
-6.224434,-0.04225059,2,7a3dd98a
-1.1183115,4.6575694,4,7a44b69c
-1.2832159,-1.9758794,4,7a34bb84
-2.6012425,-3.6606677,1,7a38e4fc
-2.5667422,2.665871,2,7a3f111a
3.2988417,-1.9132245,2,7a22a20a
3.0788448,-1.787862,2,7a267402
4.334252,0.08964429,2,7a377522
1.828081,-0.13835907,2,7a3de8a8
-0.40061143,-0.30606887,3,7a2fc82c
-6.1824427,-2.6956732,2,7a270ab6
4.2136245,-0.68095595,4,7a4431fe
-5.065052,-3.2004266,4,7a2c5426
1.1138892,2.0833383,4,7a29033e
-2.0039384,-0.073029734,4,7a3ae3b0
3.8599875,-3.3823411,2,7a21efd6
-3.2936904,-3.9285107,2,7a3b0c50
3.649369,0.20242888,2,7a29190a
-0.004888627,-2.1071482,2,7a29c2f6
4.7262917,3.1118743,2,7a39db82
4.046927,0.25414678,2,7a41603c
-2.4336572,-4.8173437,2,7a3b3586
-3.3841274,-2.7092795,4,7a40f37c
-5.9584346,-2.812817,4,7a28f830
5.5287366,-1.5653605,4,7a321e9c
0.58460855,2.109935,4,7a2c17b8
-1.4496349,3.8413563,4,7a2d7a36
0.21458668,-2.4473572,4,7a20c3ae
3.4155846,4.5108414,4,7a21d64a
-5.3998585,-1.3720206,4,7a3e6f4e
-1.4489257,3.317796,4,7a41de40
-1.1542664,4.276903,4,7a366e70
